"","ID","ALIGN","CORRECT","TARGET","ROUND","freq1","freq2","rating","align_code","condition"
"385",143,"toad","CORRECT","toad","2",8,60,67,1,"C1"
"386",143,"mobile","CORRECT","mobile","2",13,48,64,1,"C1"
"387",143,"lipstick","CORRECT","make up","2",0,33,56,0,"C1"
"388",143,"fridge","CORRECT","refrigerator","2",2,48,65,0,"C1"
"389",143,"mouse","CORRECT","rodent","2",0,65,63,0,"C1"
"390",143,"memory stick","CORRECT","memory stick","2",11,29,68,1,"C1"
"391",143,"cutlery","CORRECT","silverware","2",3,10,57,0,"C1"
"392",143,"bike","CORRECT","bicycle","2",10,67,68,0,"C1"
"393",146,"rowboat","CORRECT","rowboat","1",3,23,57,1,"C1"
"394",146,"cigarette","CORRECT","fag","1",10,53,60,0,"C1"
"395",146,"laptop","CORRECT","computer","1",8,83,56,0,"C1"
"396",146,"rabbit","CORRECT","bunny","1",15,63,64,0,"C1"
"397",146,"glasses","CORRECT","spectacles","1",4,45,60,0,"C1"
"398",146,"umbrella","CORRECT","brolly","1",12,45,63,0,"C1"
"399",146,"bath","CORRECT","bathtub","1",5,25,67,0,"C1"
"400",146,"chicken","CORRECT","hen","1",5,43,62,0,"C1"
"401",146,"peach","CORRECT","nectarine","1",5,15,61,0,"C1"
"402",146,"bus","CORRECT","coach","1",0,30,60,0,"C1"
"403",146,"hat","CORRECT","hat","1",28,52,61,1,"C1"
"404",146,"beach ball","CORRECT","inflatable ball","1",1,26,65,0,"C1"
"405",146,"pen","CORRECT","biro","1",3,34,53,0,"C1"
"406",146,"pistol","CORRECT","pistol","1",0,48,64,1,"C1"
"407",146,"loo","CORRECT","loo","2",5,63,64,1,"C1"
"408",146,"picture","CORRECT","picture","2",22,43,56,1,"C1"
"409",146,"musical instrument","CORRECT","musical instrument","2",0,18,55,1,"C1"
"410",146,"flower","CORRECT","flower","2",1,91,60,1,"C1"
"411",146,"pillow","CORRECT","pillow","2",12,72,53,1,"C1"
"412",146,"aeroplane","CORRECT","aeroplane","2",20,45,68,1,"C1"
"413",146,"frog","CORRECT","toad","2",8,60,67,0,"C1"
"414",146,"mobile","CORRECT","mobile","2",13,48,64,1,"C1"
"415",146,"make up","CORRECT","make up","2",0,33,56,1,"C1"
"416",146,"refrigerator","CORRECT","refrigerator","2",2,48,65,1,"C1"
"417",146,"rat","CORRECT","rodent","2",0,65,63,0,"C1"
"418",146,"memory stick","CORRECT","memory stick","2",11,29,68,1,"C1"
"419",146,"silverware","CORRECT","silverware","2",3,10,57,1,"C1"
"420",146,"bicycle","CORRECT","bicycle","2",10,67,68,1,"C1"
"421",148,"boat","CORRECT","rowboat","2",3,23,57,0,"C2"
"422",148,"fag","CORRECT","fag","2",10,53,60,1,"C2"
"423",148,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"424",148,"rabbit","CORRECT","bunny","2",15,63,64,0,"C2"
"425",148,"glassses","CORRECT","spectacles","2",4,45,60,0,"C2"
"426",148,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"427",148,"bath","CORRECT","bathtub","2",5,25,67,0,"C2"
"428",148,"cockeral","CORRECT","hen","2",5,43,62,0,"C2"
"429",148,"peach","CORRECT","nectarine","2",5,15,61,0,"C2"
"430",148,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"431",148,"hat","CORRECT","hat","2",28,52,61,1,"C2"
"432",148,"ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"433",148,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"434",148,"pistol","CORRECT","pistol","2",0,48,64,1,"C2"
"435",148,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"436",148,"picture","CORRECT","picture","1",22,43,56,1,"C2"
"437",148,"accordian","CORRECT","musical instrument","1",0,18,55,0,"C2"
"438",148,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"439",148,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"440",148,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"441",148,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"442",148,"phone","CORRECT","mobile","1",13,48,64,0,"C2"
"443",148,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"444",148,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"445",148,"rodent","CORRECT","rodent","1",0,65,63,1,"C2"
"446",148,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"447",148,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"448",148,"bike","CORRECT","bicycle","1",10,67,68,0,"C2"
"449",150,"rowboat","CORRECT","rowboat","2",3,23,57,1,"C2"
"450",150,"cigarette","CORRECT","fag","2",10,53,60,0,"C2"
"451",150,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"452",150,"rabbit","CORRECT","bunny","2",15,63,64,0,"C2"
"453",150,"spectacles","CORRECT","spectacles","2",4,45,60,1,"C2"
"454",150,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"455",150,"bathtub","CORRECT","bathtub","2",5,25,67,1,"C2"
"456",150,"hen","CORRECT","hen","2",5,43,62,1,"C2"
"457",150,"peach","CORRECT","nectarine","2",5,15,61,0,"C2"
"458",150,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"459",150,"cap","CORRECT","hat","2",28,52,61,0,"C2"
"460",150,"ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"461",150,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"462",150,"pistol","CORRECT","pistol","2",0,48,64,1,"C2"
"463",150,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"464",150,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"465",150,"accordion","CORRECT","musical instrument","1",0,18,55,0,"C2"
"466",150,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"467",150,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"468",150,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"469",150,"frog","CORRECT","toad","1",8,60,67,0,"C2"
"470",150,"mobile","CORRECT","mobile","1",13,48,64,1,"C2"
"471",150,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"472",150,"fridge freezer","CORRECT","refrigerator","1",2,48,65,0,"C2"
"473",150,"rodent","CORRECT","rodent","1",0,65,63,1,"C2"
"474",150,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"475",150,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"476",150,"bicycle","CORRECT","bicycle","1",10,67,68,1,"C2"
"477",151,"boat","CORRECT","rowboat","2",3,23,57,0,"C2"
"478",151,"fag","CORRECT","fag","2",10,53,60,1,"C2"
"479",151,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"480",151,"rabbit","CORRECT","bunny","2",15,63,64,0,"C2"
"481",151,"glasses","CORRECT","spectacles","2",4,45,60,0,"C2"
"482",151,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"483",151,"bath","CORRECT","bathtub","2",5,25,67,0,"C2"
"484",151,"chicken","CORRECT","hen","2",5,43,62,0,"C2"
"485",151,"nectarine","CORRECT","nectarine","2",5,15,61,1,"C2"
"486",151,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"487",151,"cap","CORRECT","hat","2",28,52,61,0,"C2"
"488",151,"ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"489",151,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"490",151,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"491",151,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"492",151,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"493",151,"hand organ","CORRECT","musical instrument","1",0,18,55,0,"C2"
"494",151,"flower","CORRECT","flower","1",1,91,60,1,"C2"
"495",151,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"496",151,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"497",151,"frog","CORRECT","toad","1",8,60,67,0,"C2"
"498",151,"mobile","CORRECT","mobile","1",13,48,64,1,"C2"
"499",151,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"500",151,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"501",151,"mouse","CORRECT","rodent","1",0,65,63,0,"C2"
"502",151,"usb","CORRECT","memory stick","1",11,29,68,0,"C2"
"503",151,"cutelry","CORRECT","silverware","1",3,10,57,0,"C2"
"504",151,"bike","CORRECT","bicycle","1",10,67,68,0,"C2"
"505",153,"rowboat","CORRECT","rowboat","2",3,23,57,1,"C2"
"506",153,"cigarette","CORRECT","fag","2",10,53,60,0,"C2"
"507",153,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"508",153,"bunny","CORRECT","bunny","2",15,63,64,1,"C2"
"509",153,"glasses","CORRECT","spectacles","2",4,45,60,0,"C2"
"510",153,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"511",153,"bath","CORRECT","bathtub","2",5,25,67,0,"C2"
"512",153,"hen","CORRECT","hen","2",5,43,62,1,"C2"
"513",153,"nectarine","CORRECT","nectarine","2",5,15,61,1,"C2"
"514",153,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"515",153,"cap","CORRECT","hat","2",28,52,61,0,"C2"
"516",153,"ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"517",153,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"518",153,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"519",153,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"520",153,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"521",153,"accordian","CORRECT","musical instrument","1",0,18,55,0,"C2"
"522",153,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"523",153,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"524",153,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"525",153,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"526",153,"phone","CORRECT","mobile","1",13,48,64,0,"C2"
"527",153,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"528",153,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"529",153,"mouse","CORRECT","rodent","1",0,65,63,0,"C2"
"530",153,"usb","CORRECT","memory stick","1",11,29,68,0,"C2"
"531",153,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"532",153,"bicycle","CORRECT","bicycle","1",10,67,68,1,"C2"
"533",155,"cornet","CORRECT","rowboat","2",3,23,57,0,"C2"
"534",155,"fag","CORRECT","fag","2",10,53,60,1,"C2"
"535",155,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"536",155,"rabbit","CORRECT","bunny","2",15,63,64,0,"C2"
"537",155,"glasses","CORRECT","spectacles","2",4,45,60,0,"C2"
"538",155,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"539",155,"bath","CORRECT","bathtub","2",5,25,67,0,"C2"
"540",155,"chicken","CORRECT","hen","2",5,43,62,0,"C2"
"541",155,"peach","CORRECT","nectarine","2",5,15,61,0,"C2"
"542",155,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"543",155,"cap","CORRECT","hat","2",28,52,61,0,"C2"
"544",155,"ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"545",155,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"546",155,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"547",155,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"548",155,"picture","CORRECT","picture","1",22,43,56,1,"C2"
"549",155,"music","CORRECT","musical instrument","1",0,18,55,0,"C2"
"550",155,"flower","CORRECT","flower","1",1,91,60,1,"C2"
"551",155,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"552",155,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"553",155,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"554",155,"phone","CORRECT","mobile","1",13,48,64,0,"C2"
"555",155,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"556",155,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"557",155,"mouse","CORRECT","rodent","1",0,65,63,0,"C2"
"558",155,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"559",155,"spoon knife fork","CORRECT","silverware","1",3,10,57,0,"C2"
"560",155,"bike","CORRECT","bicycle","1",10,67,68,0,"C2"
"561",157,"rowboat","CORRECT","rowboat","2",3,23,57,1,"C2"
"562",157,"cigarette","INCORRECT","fag","2",10,53,60,NA,"C2"
"563",157,"computer","CORRECT","computer","2",8,83,56,1,"C2"
"564",157,"bunny","CORRECT","bunny","2",15,63,64,1,"C2"
"565",157,"spectacles","CORRECT","spectacles","2",4,45,60,1,"C2"
"566",157,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"567",157,"bathtub","CORRECT","bathtub","2",5,25,67,1,"C2"
"568",157,"hen","CORRECT","hen","2",5,43,62,1,"C2"
"569",157,"nectarine","CORRECT","nectarine","2",5,15,61,1,"C2"
"570",157,"coach","CORRECT","coach","2",0,30,60,1,"C2"
"571",157,"cap","CORRECT","hat","2",28,52,61,0,"C2"
"572",157,"inflatable ball","CORRECT","inflatable ball","2",1,26,65,1,"C2"
"573",157,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"574",157,"pistol","CORRECT","pistol","2",0,48,64,1,"C2"
"575",157,"loo","CORRECT","loo","1",5,63,64,1,"C2"
"576",157,"picture","CORRECT","picture","1",22,43,56,1,"C2"
"577",157,"musical instrument","CORRECT","musical instrument","1",0,18,55,1,"C2"
"578",157,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"579",157,"pillow","CORRECT","pillow","1",12,72,53,1,"C2"
"580",157,"aeroplane","CORRECT","aeroplane","1",20,45,68,1,"C2"
"581",157,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"582",157,"mobile","CORRECT","mobile","1",13,48,64,1,"C2"
"583",157,"make up","CORRECT","make up","1",0,33,56,1,"C2"
"584",157,"refrigerator","CORRECT","refrigerator","1",2,48,65,1,"C2"
"585",157,"rodent","CORRECT","rodent","1",0,65,63,1,"C2"
"586",157,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"587",157,"silverware","CORRECT","silverware","1",3,10,57,1,"C2"
"588",157,"bicycle","CORRECT","bicycle","1",10,67,68,1,"C2"
"589",161,"boat","CORRECT","rowboat","2",3,23,57,0,"C2"
"590",161,"cigerette","CORRECT","fag","2",10,53,60,0,"C2"
"591",161,"computer","CORRECT","computer","2",8,83,56,1,"C2"
"592",161,"bunny","CORRECT","bunny","2",15,63,64,1,"C2"
"593",161,"glasses","CORRECT","spectacles","2",4,45,60,0,"C2"
"594",161,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"595",161,"bath","CORRECT","bathtub","2",5,25,67,0,"C2"
"596",161,"chicken","CORRECT","hen","2",5,43,62,0,"C2"
"597",161,"the fruit","CORRECT","nectarine","2",5,15,61,0,"C2"
"598",161,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"599",161,"hat","CORRECT","hat","2",28,52,61,1,"C2"
"600",161,"beach ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"601",161,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"602",161,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"603",161,"tiolet","CORRECT","loo","1",5,63,64,0,"C2"
"604",161,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"605",161,"musical instrument","CORRECT","musical instrument","1",0,18,55,1,"C2"
"606",161,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"607",161,"pillow","CORRECT","pillow","1",12,72,53,1,"C2"
"608",161,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"609",161,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"610",161,"phone","CORRECT","mobile","1",13,48,64,0,"C2"
"611",161,"lip stick","CORRECT","make up","1",0,33,56,0,"C2"
"612",161,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"613",161,"mouse","CORRECT","rodent","1",0,65,63,0,"C2"
"614",161,"usb","CORRECT","memory stick","1",11,29,68,0,"C2"
"615",161,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"616",161,"bike","CORRECT","bicycle","1",10,67,68,0,"C2"
"617",162,"rowboat","CORRECT","rowboat","2",3,23,57,1,"C2"
"618",162,"fag","CORRECT","fag","2",10,53,60,1,"C2"
"619",162,"computer","CORRECT","computer","2",8,83,56,1,"C2"
"620",162,"bunny","CORRECT","bunny","2",15,63,64,1,"C2"
"621",162,"spectacles","CORRECT","spectacles","2",4,45,60,1,"C2"
"622",162,"brolly","CORRECT","brolly","2",12,45,63,1,"C2"
"623",162,"bathtub","CORRECT","bathtub","2",5,25,67,1,"C2"
"624",162,"hen","CORRECT","hen","2",5,43,62,1,"C2"
"625",162,"nectarine","CORRECT","nectarine","2",5,15,61,1,"C2"
"626",162,"coach","CORRECT","coach","2",0,30,60,1,"C2"
"627",162,"hat","CORRECT","hat","2",28,52,61,1,"C2"
"628",162,"inflatable ball","CORRECT","inflatable ball","2",1,26,65,1,"C2"
"629",162,"biro","CORRECT","biro","2",3,34,53,1,"C2"
"630",162,"pistol","CORRECT","pistol","2",0,48,64,1,"C2"
"631",162,"loo","CORRECT","loo","1",5,63,64,1,"C2"
"632",162,"picture","CORRECT","picture","1",22,43,56,1,"C2"
"633",162,"musical instrument","CORRECT","musical instrument","1",0,18,55,1,"C2"
"634",162,"flower","CORRECT","flower","1",1,91,60,1,"C2"
"635",162,"pillow","CORRECT","pillow","1",12,72,53,1,"C2"
"636",162,"aeroplane","CORRECT","aeroplane","1",20,45,68,1,"C2"
"637",162,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"638",162,"mobile","CORRECT","mobile","1",13,48,64,1,"C2"
"639",162,"make up","CORRECT","make up","1",0,33,56,1,"C2"
"640",162,"refrigerator","CORRECT","refrigerator","1",2,48,65,1,"C2"
"641",162,"rodent","CORRECT","rodent","1",0,65,63,1,"C2"
"642",162,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"643",162,"silverware","CORRECT","silverware","1",3,10,57,1,"C2"
"644",162,"bicycle","CORRECT","bicycle","1",10,67,68,1,"C2"
"645",166,"lifeboat","CORRECT","rowboat","2",3,23,57,0,"C2"
"646",166,"fag","CORRECT","fag","2",10,53,60,1,"C2"
"647",166,"computer","CORRECT","computer","2",8,83,56,1,"C2"
"648",166,"bunny","CORRECT","bunny","2",15,63,64,1,"C2"
"649",166,"spectacles","CORRECT","spectacles","2",4,45,60,1,"C2"
"650",166,"brolly","CORRECT","brolly","2",12,45,63,1,"C2"
"651",166,"bathtub","CORRECT","bathtub","2",5,25,67,1,"C2"
"652",166,"hen","CORRECT","hen","2",5,43,62,1,"C2"
"653",166,"nectarine","CORRECT","nectarine","2",5,15,61,1,"C2"
"654",166,"coach","CORRECT","coach","2",0,30,60,1,"C2"
"655",166,"hat","CORRECT","hat","2",28,52,61,1,"C2"
"656",166,"inflatable ball","CORRECT","inflatable ball","2",1,26,65,1,"C2"
"657",166,"biro","CORRECT","biro","2",3,34,53,1,"C2"
"658",166,"pistol","CORRECT","pistol","2",0,48,64,1,"C2"
"659",166,"loo","CORRECT","loo","1",5,63,64,1,"C2"
"660",166,"picture","CORRECT","picture","1",22,43,56,1,"C2"
"661",166,"musical instrument","CORRECT","musical instrument","1",0,18,55,1,"C2"
"662",166,"flower","CORRECT","flower","1",1,91,60,1,"C2"
"663",166,"pillow","CORRECT","pillow","1",12,72,53,1,"C2"
"664",166,"aeroplane","CORRECT","aeroplane","1",20,45,68,1,"C2"
"665",166,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"666",166,"mobile","CORRECT","mobile","1",13,48,64,1,"C2"
"667",166,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"668",166,"refrigerator","CORRECT","refrigerator","1",2,48,65,1,"C2"
"669",166,"rodent","CORRECT","rodent","1",0,65,63,1,"C2"
"670",166,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"671",166,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"672",166,"bicycle","CORRECT","bicycle","1",10,67,68,1,"C2"
"673",172,"rowboat","CORRECT","rowboat","2",3,23,57,1,"C2"
"674",172,"cigarette","CORRECT","fag","2",10,53,60,0,"C2"
"675",172,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"676",172,"rabbit","CORRECT","bunny","2",15,63,64,0,"C2"
"677",172,"glasses","CORRECT","spectacles","2",4,45,60,0,"C2"
"678",172,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"679",172,"bathtub","CORRECT","bathtub","2",5,25,67,1,"C2"
"680",172,"hen","CORRECT","hen","2",5,43,62,1,"C2"
"681",172,"peach","CORRECT","nectarine","2",5,15,61,0,"C2"
"682",172,"school bus","CORRECT","coach","2",0,30,60,0,"C2"
"683",172,"baseball cap","CORRECT","hat","2",28,52,61,0,"C2"
"684",172,"beachball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"685",172,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"686",172,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"687",172,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"688",172,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"689",172,"accordion","CORRECT","musical instrument","1",0,18,55,0,"C2"
"690",172,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"691",172,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"692",172,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"693",172,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"694",172,"mobile","CORRECT","mobile","1",13,48,64,1,"C2"
"695",172,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"696",172,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"697",172,"rat","CORRECT","rodent","1",0,65,63,0,"C2"
"698",172,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"699",172,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"700",172,"bicycle","CORRECT","bicycle","1",10,67,68,1,"C2"
"701",175,"rowboat","CORRECT","rowboat","2",3,23,57,1,"C2"
"702",175,"cigarette","CORRECT","fag","2",10,53,60,0,"C2"
"703",175,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"704",175,"bunny","CORRECT","bunny","2",15,63,64,1,"C2"
"705",175,"glasses","CORRECT","spectacles","2",4,45,60,0,"C2"
"706",175,"umbrella","CORRECT","brolly","2",12,45,63,0,"C2"
"707",175,"bathtub","CORRECT","bathtub","2",5,25,67,1,"C2"
"708",175,"chicken","CORRECT","hen","2",5,43,62,0,"C2"
"709",175,"nectarine","CORRECT","nectarine","2",5,15,61,1,"C2"
"710",175,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"711",175,"hat","CORRECT","hat","2",28,52,61,1,"C2"
"712",175,"beach ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"713",175,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"714",175,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"715",175,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"716",175,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"717",175,"acordion","CORRECT","musical instrument","1",0,18,55,0,"C2"
"718",175,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"719",175,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"720",175,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"721",175,"frog","CORRECT","toad","1",8,60,67,0,"C2"
"722",175,"phone","CORRECT","mobile","1",13,48,64,0,"C2"
"723",175,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"724",175,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"725",175,"rodent","CORRECT","rodent","1",0,65,63,1,"C2"
"726",175,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"727",175,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"728",175,"bike","CORRECT","bicycle","1",10,67,68,0,"C2"
"729",206,"boat","CORRECT","rowboat","2",3,23,57,0,"C2"
"730",206,"cigarette","CORRECT","fag","2",10,53,60,0,"C2"
"731",206,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"732",206,"bunny","CORRECT","bunny","2",15,63,64,1,"C2"
"733",206,"spectacles","CORRECT","spectacles","2",4,45,60,1,"C2"
"734",206,"brolly","CORRECT","brolly","2",12,45,63,1,"C2"
"735",206,"bath","CORRECT","bathtub","2",5,25,67,0,"C2"
"736",206,"hen","CORRECT","hen","2",5,43,62,1,"C2"
"737",206,"nectarine","CORRECT","nectarine","2",5,15,61,1,"C2"
"738",206,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"739",206,"cap","CORRECT","hat","2",28,52,61,0,"C2"
"740",206,"beach ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"741",206,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"742",206,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"743",206,"toilet","CORRECT","loo","1",5,63,64,0,"C2"
"744",206,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"745",206,"accordian","CORRECT","musical instrument","1",0,18,55,0,"C2"
"746",206,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"747",206,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"748",206,"aeroplane","CORRECT","aeroplane","1",20,45,68,1,"C2"
"749",206,"toad","CORRECT","toad","1",8,60,67,1,"C2"
"750",206,"mobile","CORRECT","mobile","1",13,48,64,1,"C2"
"751",206,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"752",206,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"753",206,"rodent","CORRECT","rodent","1",0,65,63,1,"C2"
"754",206,"memory stick","CORRECT","memory stick","1",11,29,68,1,"C2"
"755",206,"cutlery","CORRECT","silverware","1",3,10,57,0,"C2"
"756",206,"bike","CORRECT","bicycle","1",10,67,68,0,"C2"
"757",207,"boat","CORRECT","rowboat","2",3,23,57,0,"C2"
"758",207,"cigarette","CORRECT","fag","2",10,53,60,0,"C2"
"759",207,"laptop","CORRECT","computer","2",8,83,56,0,"C2"
"760",207,"rabbit","CORRECT","bunny","2",15,63,64,0,"C2"
"761",207,"spectacles","CORRECT","spectacles","2",4,45,60,1,"C2"
"762",207,"brolly","CORRECT","brolly","2",12,45,63,1,"C2"
"763",207,"bathtub","CORRECT","bathtub","2",5,25,67,1,"C2"
"764",207,"chicken","CORRECT","hen","2",5,43,62,0,"C2"
"765",207,"peach","CORRECT","nectarine","2",5,15,61,0,"C2"
"766",207,"bus","CORRECT","coach","2",0,30,60,0,"C2"
"767",207,"cap","CORRECT","hat","2",28,52,61,0,"C2"
"768",207,"beach ball","CORRECT","inflatable ball","2",1,26,65,0,"C2"
"769",207,"pen","CORRECT","biro","2",3,34,53,0,"C2"
"770",207,"gun","CORRECT","pistol","2",0,48,64,0,"C2"
"771",207,"loo","CORRECT","loo","1",5,63,64,1,"C2"
"772",207,"painting","CORRECT","picture","1",22,43,56,0,"C2"
"773",207,"accordian","CORRECT","musical instrument","1",0,18,55,0,"C2"
"774",207,"rose","CORRECT","flower","1",1,91,60,0,"C2"
"775",207,"cushion","CORRECT","pillow","1",12,72,53,0,"C2"
"776",207,"plane","CORRECT","aeroplane","1",20,45,68,0,"C2"
"777",207,"frog","CORRECT","toad","1",8,60,67,0,"C2"
"778",207,"phone","CORRECT","mobile","1",13,48,64,0,"C2"
"779",207,"lipstick","CORRECT","make up","1",0,33,56,0,"C2"
"780",207,"fridge","CORRECT","refrigerator","1",2,48,65,0,"C2"
"781",207,"mouse","CORRECT","rodent","1",0,65,63,0,"C2"
